day,lang,tweets,authors,originals,rt_tweets,likes,views,retweets,body_nonnull,body_null_or_empty,created_at_null,partial_day
2026-08-19,ht,32012,27723,14964,17048,1204858,52903548,105033,32012,0,0,False
2026-08-19,hu,5679,4915,2583,3096,226045,7725672,16135,5676,3,0,False
2026-08-19,hy,173,61,164,9,402,29403,21,173,0,0,False
2026-08-19,in,438497,156759,205041,233456,15654273,748754907,2659439,438497,0,0,False
2026-08-19,is,2835,2495,1294,1541,198504,5200077,16471,2835,0,0,False
2026-08-19,it,98775,38351,46329,52446,2645507,156911776,254852,98775,0,0,False
2026-08-19,iw,19964,5070,10349,9615,631172,33643210,41943,19964,0,0,False
2026-08-19,ja,5766260,1201695,2855916,2910344,172098584,15493785538,19768336,5766209,51,0,False
2026-08-19,ka,142,122,42,100,18308,116348,2502,142,0,0,False
2026-08-19,km,123,44,96,27,2759,232527,240,123,0,0,False
2026-08-19,kn,1921,716,993,928,42262,2099578,5289,1921,0,0,False
2026-08-19,ko,645395,161359,288488,356907,19294027,1466056453,4142696,645394,1,0,False
2026-08-19,lo,72,58,41,31,786,52067,24,72,0,0,False
2026-08-19,lt,5318,5106,2307,3011,211245,5609549,21397,5318,0,0,False
2026-08-19,lv,5923,3584,2854,3069,154621,7299232,15189,5923,0,0,False
2026-08-19,ml,2339,713,1472,867,34267,1976056,3194,2339,0,0,False
2026-08-19,mr,8154,2881,2686,5468,135051,6718552,33986,8153,1,0,False
2026-08-19,my,3595,712,1601,1994,9814,288140,3319,3595,0,0,False
2026-08-19,ne,4453,1702,2704,1749,36281,2735032,5849,4451,2,0,False
2026-08-19,nl,47069,21943,18587,28482,1002840,60010473,149988,47066,3,0,False
2026-08-19,no,9624,8023,4236,5388,468919,15112636,38146,9624,0,0,False
2026-08-19,or,890,301,514,376,23044,988170,3053,888,2,0,False
2026-08-19,pa,667,286,337,330,5833,427640,1866,667,0,0,False
2026-08-19,pl,102808,28114,33345,69463,2686628,149424638,309307,102807,1,0,False
2026-08-19,ps,6335,1375,4466,1869,90982,4224609,10416,6335,0,0,False
2026-08-19,pt,1094376,262011,462878,631498,51146953,1937956517,5203844,1094376,0,0,False
2026-08-19,qam,16367,9941,6857,9510,12205,2225580,933,16362,5,0,False
2026-08-19,qct,649,509,477,172,4916,516108,400,649,0,0,False
2026-08-19,qht,28435,20575,20898,7537,164345,9510281,25931,28435,0,0,False
2026-08-19,qme,335324,248450,84880,250444,14351715,451239768,1495226,335314,10,0,False
2026-08-19,qst,51132,43841,41113,10019,625769,66429401,67215,51132,0,0,False
2026-08-19,ro,12809,10941,4951,7858,407683,25443269,40953,12809,0,0,False
2026-08-19,ru,47641,13895,29171,18470,1544647,60047245,92172,47635,6,0,False
2026-08-19,sd,397,223,150,247,1122,28826,165,397,0,0,False
2026-08-19,si,346,96,285,61,1903,112885,135,346,0,0,False
2026-08-19,sl,8914,4058,3111,5803,225570,7267574,31774,8914,0,0,False
2026-08-19,sr,6101,2243,2662,3439,107140,3288482,14698,6101,0,0,False
2026-08-19,sv,18485,8909,7396,11089,526422,29299692,64674,18485,0,0,False
2026-08-19,ta,50060,8292,11875,38185,1366861,54503503,342214,50053,7,0,False
2026-08-19,te,11949,3659,3794,8155,312357,26330337,50167,11949,0,0,False
2026-08-19,th,618531,82887,94957,523574,13008564,790160636,8901380,618512,19,0,False
2026-08-19,tl,136734,78953,54711,82023,4176321,172964441,586439,136734,0,0,False
2026-08-19,tr,470809,114399,227554,243255,29923080,2632570168,1900075,470803,6,0,False
2026-08-19,ug,7,7,3,4,19,1153,0,7,0,0,False
2026-08-19,uk,17650,4572,8860,8790,543739,18338130,52999,17650,0,0,False
2026-08-19,und,235368,167328,80528,154840,8384781,285569026,1255307,235368,0,0,False
2026-08-19,ur,72909,11645,23452,49457,2784382,83754888,647581,72909,0,0,False
2026-08-19,vi,16300,7343,9951,6349,421011,33294442,57760,16300,0,0,False
2026-08-19,zh,110471,49782,59894,50577,3674525,486708624,330410,110471,0,0,False
2026-08-19,zxx,854812,502734,288551,566261,50548653,1594365617,5210960,854812,0,0,False
2026-08-20,<ALL>,23627881,3854847,9383130,14244751,901980848,54290941500,109112242,23627659,222,0,False
2026-08-20,<NULL>,2,2,2,0,4,0,0,2,0,0,False
2026-08-20,am,883,368,508,375,6405,803918,1887,883,0,0,False
2026-08-20,ar,474013,112642,266329,207684,12716858,1947348963,1412749,474010,3,0,False
2026-08-20,art,91558,70175,75303,16255,846880,84879856,75816,91558,0,0,False
2026-08-20,bg,1589,771,1052,537,23334,708122,1727,1589,0,0,False
2026-08-20,bn,2065,752,1409,656,35794,1488993,4450,2065,0,0,False
2026-08-20,bo,33,16,26,7,137,3801,8,33,0,0,False
2026-08-20,ca,50663,24624,16124,34539,1086589,47032118,152066,50663,0,0,False
2026-08-20,ckb,684,266,536,148,6731,306305,260,684,0,0,False
2026-08-20,cs,14083,7421,6636,7447,458556,24802543,39827,14083,0,0,False
2026-08-20,cy,9310,8841,3506,5804,415661,37376853,32055,9310,0,0,False
2026-08-20,da,11172,9419,4984,6188,375521,21541484,30456,11172,0,0,False
2026-08-20,de,101045,36433,37121,63924,3323911,178201931,389404,101044,1,0,False
2026-08-20,dv,953,246,504,449,2530,547279,1850,953,0,0,False
2026-08-20,el,29796,5564,11281,18515,332016,15992325,52920,29796,0,0,False
2026-08-20,en,8706411,1762920,2886185,5820226,373476562,20286226924,39743679,8706377,34,0,False
2026-08-20,es,1774599,414092,625304,1149295,72235034,3088401759,8973962,1774590,9,0,False
2026-08-20,et,49402,38818,16477,32925,1864511,69424211,271636,49402,0,0,False
2026-08-20,eu,10552,9610,4600,5952,338899,13912952,40368,10552,0,0,False
2026-08-20,fa,113220,28156,52767,60453,4453279,133280656,244499,113216,4,0,False
2026-08-20,fi,16481,10241,6732,9749,583667,21730871,51767,16481,0,0,False
2026-08-20,fr,422461,121602,168796,253665,14035397,1120273998,1464905,422456,5,0,False
2026-08-20,gu,1249,400,789,460,19079,1741574,3682,1249,0,0,False
2026-08-20,hi,152574,39664,48053,104521,4185815,180223406,980956,152568,6,0,False
2026-08-20,ht,29994,25601,14676,15318,883006,44831237,81636,29994,0,0,False
2026-08-20,hu,6139,5255,2909,3230,263463,9839986,22632,6136,3,0,False
2026-08-20,hy,188,66,175,13,504,33908,26,188,0,0,False
2026-08-20,in,457443,158302,207577,249866,17118925,788466872,3211001,457443,0,0,False
2026-08-20,is,2745,2506,1288,1457,75341,3278047,7107,2745,0,0,False
2026-08-20,it,104034,40929,48282,55752,2934868,169227526,271821,104034,0,0,False
2026-08-20,iw,23844,5687,12266,11578,892294,39451539,57321,23844,0,0,False
2026-08-20,ja,5752795,1206876,2880412,2872383,171202784,15191435657,18932671,5752732,63,0,False
2026-08-20,ka,180,156,48,132,10341,195833,2095,180,0,0,False
2026-08-20,km,112,60,84,28,1513,114214,99,112,0,0,False
2026-08-20,kn,2114,797,1120,994,41507,1933721,5951,2114,0,0,False
2026-08-20,ko,665210,164308,297494,367716,19421558,1483749422,4248545,665200,10,0,False
2026-08-20,lo,63,47,34,29,760,46698,218,63,0,0,False
2026-08-20,lt,6168,5970,2474,3694,261878,8341031,19602,6168,0,0,False
2026-08-20,lv,5905,3684,2841,3064,92769,4090830,10827,5905,0,0,False
2026-08-20,ml,2483,769,1576,907,40634,2463937,3295,2482,1,0,False
2026-08-20,mr,8378,2729,2974,5404,150638,5525213,42067,8369,9,0,False
2026-08-20,my,2075,577,957,1118,25608,730343,2470,2075,0,0,False
2026-08-20,ne,4604,1732,2676,1928,47525,3352742,6014,4602,2,0,False
2026-08-20,nl,47433,21759,19507,27926,1187054,63820066,161957,47433,0,0,False
2026-08-20,no,9251,7597,4235,5016,273813,16338825,23604,9251,0,0,False
2026-08-20,or,890,302,554,336,20814,1023645,3088,886,4,0,False
2026-08-20,pa,719,304,365,354,6103,275174,2412,718,1,0,False
2026-08-20,pl,110147,29313,37207,72940,3313781,180471730,369734,110146,1,0,False
2026-08-20,ps,4741,1251,3120,1621,94882,6204372,9536,4741,0,0,False
2026-08-20,pt,1168453,272687,501537,666916,56399439,2189135798,5791303,1168451,2,0,False
2026-08-20,qam,17033,10287,6950,10083,19132,3151669,2356,17033,0,0,False
2026-08-20,qct,684,484,516,168,3675,323708,407,684,0,0,False
2026-08-20,qht,28449,21121,20748,7701,423615,11809062,59438,28449,0,0,False
2026-08-20,qme,338928,251486,84747,254181,13666894,402931874,1457972,338924,4,0,False
2026-08-20,qst,48289,40866,41881,6408,322725,28014831,22055,48289,0,0,False
2026-08-20,ro,13778,11869,5066,8712,503217,24432850,48844,13778,0,0,False
2026-08-20,ru,49390,14392,30582,18808,1567059,60003247,86983,49381,9,0,False
2026-08-20,sd,369,204,166,203,1460,56238,347,369,0,0,False
2026-08-20,si,399,106,317,82,1943,103800,123,399,0,0,False
2026-08-20,sl,8644,4060,3233,5411,191886,6387464,24802,8644,0,0,False
2026-08-20,sr,6559,2389,3094,3465,116015,3894697,15067,6559,0,0,False
2026-08-20,sv,18436,9340,7635,10801,571956,31499387,60389,18436,0,0,False
2026-08-20,ta,47036,8212,11357,35679,1069153,48364352,269435,47032,4,0,False
2026-08-20,te,13119,4284,3906,9213,363162,21274068,70316,13117,2,0,False
2026-08-20,th,605845,82902,95168,510677,13748031,786628322,9539359,605817,28,0,False
2026-08-20,tl,136572,81118,55457,81115,4010106,161032181,558281,136572,0,0,False
2026-08-20,tr,495758,115800,246056,249702,34850400,2700215536,1790085,495750,8,0,False
2026-08-20,ug,12,11,5,7,304,2576,18,12,0,0,False
2026-08-20,uk,16139,4532,8124,8015,507992,16562458,53495,16139,0,0,False
2026-08-20,und,253946,170730,86119,167827,8528830,270141059,1649804,253942,4,0,False
2026-08-20,ur,82384,12975,28989,53395,4626474,124057160,944039,82384,0,0,False
2026-08-20,vi,17202,8026,10008,7194,470020,38430016,70786,17197,5,0,False
2026-08-20,zh,103305,45826,57871,45434,3361661,457673238,281354,103305,0,0,False
2026-08-20,zxx,874699,515248,293723,580976,47470166,1603322499,4848526,874699,0,0,False
2026-08-21,<ALL>,24588010,3955747,9815409,14772601,915261500,54691083237,113191055,24587706,304,0,False
2026-08-21,<NULL>,1,1,1,0,2,0,0,1,0,0,False
2026-08-21,am,1060,361,580,480,7349,702718,2164,1060,0,0,False
2026-08-21,ar,493269,116372,275331,217938,13460165,1872768061,1497647,493264,5,0,False
2026-08-21,art,96351,73578,79507,16844,785688,57343261,66801,96349,2,0,False
2026-08-21,bg,1428,793,919,509,16385,619238,1132,1428,0,0,False
2026-08-21,bn,2038,717,1398,640,64679,2791192,4881,2038,0,0,False
2026-08-21,bo,11,11,9,2,91,2502,5,11,0,0,False
2026-08-21,ca,52204,26150,16460,35744,1189855,56651332,170736,52204,0,0,False
2026-08-21,ckb,756,295,531,225,9534,414525,576,756,0,0,False
2026-08-21,cs,15560,8017,7157,8403,528852,23175335,39978,15560,0,0,False
2026-08-21,cy,9739,9097,4070,5669,326608,11840824,30201,9739,0,0,False
2026-08-21,da,14094,12135,5209,8885,481083,19115875,64902,14094,0,0,False
2026-08-21,de,108742,41924,40150,68592,3810468,149482308,444835,108742,0,0,False
2026-08-21,dv,810,213,410,400,1379,550354,924,810,0,0,False
2026-08-21,el,29615,5525,10570,19045,313092,15260013,53236,29615,0,0,False
2026-08-21,en,8997629,1813938,3006418,5991211,384493919,20760550768,41125918,8997576,53,0,False
2026-08-21,es,1745320,415082,607948,1137372,64663922,2926911477,8435228,1745309,11,0,False
2026-08-21,et,54188,42470,18193,35995,2246405,103521476,296406,54188,0,0,False
2026-08-21,eu,11709,10555,4939,6770,531619,17468862,47637,11709,0,0,False
2026-08-21,fa,110108,27693,50930,59178,4254005,129391639,220454,110102,6,0,False
2026-08-21,fi,17196,10707,7344,9852,572539,23905626,47118,17196,0,0,False
2026-08-21,fr,439660,126735,171650,268010,14104775,1031744045,1549792,439652,8,0,False
2026-08-21,gu,1147,395,752,395,14380,1173400,2904,1147,0,0,False
2026-08-21,hi,179634,45382,53958,125676,6522527,253046543,1734387,179611,23,0,False
2026-08-21,ht,35295,30570,16255,19040,1138907,48973001,109193,35295,0,0,False
2026-08-21,hu,6617,5861,2971,3646,258721,7877188,25950,6616,1,0,False
2026-08-21,hy,182,67,169,13,357,24922,24,182,0,0,False
2026-08-21,in,513456,169649,221130,292326,18339275,745319439,3709835,513456,0,0,False
2026-08-21,is,2960,2714,1349,1611,75949,2921287,8156,2960,0,0,False
2026-08-21,it,110680,43663,51622,59058,2825673,146571387,278760,110680,0,0,False
2026-08-21,iw,19490,5224,9350,10140,627777,29661251,41644,19490,0,0,False
2026-08-21,ja,6200610,1260487,3127010,3073600,178632792,15982496453,20099799,6200515,95,0,False
2026-08-21,ka,232,209,55,177,1728,45010,358,232,0,0,False
2026-08-21,km,153,67,116,37,2546,161253,198,151,2,0,False
2026-08-21,kn,2332,951,1214,1118,51168,2047208,5881,2332,0,0,False
2026-08-21,ko,699159,170020,318329,380830,19835485,1352125526,4257452,699151,8,0,False
2026-08-21,lo,53,41,37,16,2112,89284,117,53,0,0,False
2026-08-21,lt,6310,6090,2639,3671,258133,9130506,21932,6310,0,0,False
2026-08-21,lv,6094,3668,2902,3192,130005,7073621,12009,6094,0,0,False
2026-08-21,ml,2582,974,1503,1079,73663,2213206,8953,2582,0,0,False
2026-08-21,mr,9203,3127,3217,5986,181026,12920239,40363,9201,2,0,False
2026-08-21,my,4155,881,2216,1939,17811,547639,6922,4155,0,0,False
2026-08-21,ne,4870,1739,2945,1925,52104,3295743,10136,4870,0,0,False
2026-08-21,nl,48282,23229,19182,29100,1003525,53351856,163285,48279,3,0,False
2026-08-21,no,9470,7806,4569,4901,346462,15024023,34655,9470,0,0,False
2026-08-21,or,1063,292,622,441,21738,1174442,5274,1060,3,0,False
2026-08-21,pa,660,262,344,316,5364,300165,2004,660,0,0,False
2026-08-21,pl,109103,29826,37411,71692,2947138,152126637,323677,109103,0,0,False
2026-08-21,ps,3689,1067,2180,1509,70543,4347343,8401,3689,0,0,False
2026-08-21,pt,1144921,270661,488380,656541,51934119,1998903500,5303862,1144921,0,0,False
2026-08-21,qam,17664,10719,7240,10424,18874,2564231,1673,17663,1,0,False
2026-08-21,qct,788,580,560,228,8630,1039653,756,788,0,0,False
2026-08-21,qht,32450,24766,22019,10431,191787,11311447,37544,32450,0,0,False
2026-08-21,qme,351292,261946,89065,262227,14257288,353719274,1504916,351287,5,0,False
2026-08-21,qst,48192,41223,41915,6277,590166,43539969,35638,48192,0,0,False
2026-08-21,ro,13966,11931,5498,8468,569885,29290200,58862,13966,0,0,False
2026-08-21,ru,49897,14448,31291,18606,1505425,57706269,86063,49887,10,0,False
2026-08-21,sd,470,250,192,278,2728,86030,436,470,0,0,False
2026-08-21,si,365,107,279,86,1843,129802,141,365,0,0,False
2026-08-21,sl,9541,5360,3234,6307,220514,6633019,31415,9541,0,0,False
2026-08-21,sr,7029,2586,2991,4038,122138,3460332,15997,7029,0,0,False
2026-08-21,sv,18041,8618,8083,9958,546261,35148620,50275,18041,0,0,False
2026-08-21,ta,53072,8875,12951,40121,1461253,56596537,372655,53066,6,0,False
2026-08-21,te,15303,4881,4579,10724,640876,30960853,98227,15290,13,0,False
2026-08-21,th,655703,86819,107805,547898,15331481,769187470,9884304,655672,31,0,False
2026-08-21,tl,138989,83568,58534,80455,4279978,186764790,581406,138989,0,0,False
2026-08-21,tr,488039,116965,242822,245217,31421701,2533291449,1736354,488032,7,0,False
2026-08-21,ug,9,7,7,2,47,3063,28,9,0,0,False
2026-08-21,uk,16027,4666,8201,7826,407150,13761577,40187,16027,0,0,False
2026-08-21,und,270245,184204,88047,182198,10441000,333623566,1883748,270244,1,0,False
2026-08-21,ur,87041,12963,27532,59509,4157676,96327241,1154368,87041,0,0,False
2026-08-21,vi,16691,8051,9852,6839,455046,50846103,70052,16683,8,0,False
2026-08-21,zh,102152,44219,59180,42972,3245499,459342550,269448,102152,0,0,False
2026-08-21,zxx,871154,517746,301381,569773,48150812,1578595689,4959860,871154,0,0,False
2026-08-22,<ALL>,23075821,3887602,9721937,13353884,919483523,53297602473,108808163,23075379,442,0,False
2026-08-22,am,1083,409,600,483,10592,792334,3357,1083,0,0,False
2026-08-22,ar,477630,115605,279454,198176,13059232,1920054402,1416919,477614,16,0,False
2026-08-22,art,90823,69570,75760,15063,748279,57443242,66239,90823,0,0,False
2026-08-22,bg,1201,689,816,385,15072,515318,1067,1201,0,0,False
2026-08-22,bn,1817,679,1272,545,24979,1361118,3014,1817,0,0,False
2026-08-22,bo,12,11,6,6,135,1726,14,12,0,0,False
2026-08-22,ca,48223,24289,15986,32237,1114617,67694806,150222,48223,0,0,False
2026-08-22,ckb,832,276,555,277,6130,298049,319,832,0,0,False
2026-08-22,cs,12911,6979,6203,6708,409126,19331345,33190,12910,1,0,False
2026-08-22,cy,10086,9475,4400,5686,478209,17950744,51927,10086,0,0,False
2026-08-22,da,11457,10095,4590,6867,446983,23979026,46185,11457,0,0,False
2026-08-22,de,97936,38734,37191,60745,3743877,139163931,410428,97936,0,0,False
2026-08-22,dv,732,206,387,345,2258,664086,1588,732,0,0,False
2026-08-22,el,27596,5674,9946,17650,367716,15421083,57059,27596,0,0,False
2026-08-22,en,8307137,1749315,2835887,5471250,381041483,19158413062,40040651,8307031,106,0,False
2026-08-22,es,1553171,390677,552371,1000800,62382540,2811615092,7654090,1553163,8,0,False
2026-08-22,et,56222,43973,18765,37457,2280354,115123633,363658,56222,0,0,False
2026-08-22,eu,11915,10699,4703,7212,431714,12423530,59795,11915,0,0,False
2026-08-22,fa,111222,28376,52970,58252,4186329,129265993,226881,111219,3,0,False
2026-08-22,fi,15847,10352,6844,9003,744336,34767392,58617,15847,0,0,False
2026-08-22,fr,401863,123502,160931,240932,14365954,990017955,1462845,401862,1,0,False
2026-08-22,gu,1047,369,688,359,13951,1062601,2880,1046,1,0,False
2026-08-22,hi,161049,41695,50350,110699,5477203,231458102,1378199,160993,56,0,False
2026-08-22,ht,32582,28013,15704,16878,1087286,40684989,117138,32582,0,0,False
2026-08-22,hu,5930,5243,2757,3173,202491,7997562,19437,5929,1,0,False
2026-08-22,hy,142,53,130,12,407,24644,24,142,0,0,False
2026-08-22,in,461389,164872,209342,252047,17543192,763387015,3118423,461374,15,0,False
2026-08-22,is,3399,3071,1566,1833,156207,6422299,11251,3399,0,0,False
2026-08-22,it,110816,45102,50282,60534,3582459,166859602,341521,110816,0,0,False
2026-08-22,iw,17071,4672,8463,8608,618150,29918547,45922,17071,0,0,False
2026-08-22,ja,6204265,1277990,3457016,2747249,189325524,16188833430,18426519,6204153,112,0,False
2026-08-22,ka,122,107,42,80,1082,35084,54,122,0,0,False
2026-08-22,km,92,51,72,20,1444,112119,108,92,0,0,False
2026-08-22,kn,1808,748,950,858,37653,1830391,5177,1807,1,0,False
2026-08-22,ko,661494,172899,298956,362538,22671675,1567447468,4774228,661491,3,0,False
2026-08-22,lo,39,28,27,12,213,18525,4,39,0,0,False
2026-08-22,lt,6113,5880,2680,3433,275061,9924335,23445,6113,0,0,False
2026-08-22,lv,6421,4415,2774,3647,195844,11310113,19549,6421,0,0,False
2026-08-22,ml,2592,943,1531,1061,52306,3802578,4021,2590,2,0,False
2026-08-22,mr,8976,2951,2957,6019,226222,8949040,43205,8974,2,0,False
2026-08-22,my,3875,843,1934,1941,14239,518965,6229,3873,2,0,False
2026-08-22,ne,4113,1743,2310,1803,54150,3131408,10243,4113,0,0,False
2026-08-22,nl,44609,23086,18015,26594,1327430,73032556,164597,44606,3,0,False
2026-08-22,no,9289,7847,4495,4794,319874,14606478,26330,9289,0,0,False
2026-08-22,or,861,265,520,341,18037,661457,2864,858,3,0,False
2026-08-22,pa,547,259,282,265,8769,1030002,3560,547,0,0,False
2026-08-22,pl,93468,26939,34367,59101,2589746,157446419,283690,93467,1,0,False
2026-08-22,ps,4531,1198,2678,1853,80138,4751304,9842,4531,0,0,False
2026-08-22,pt,974647,253031,413924,560723,47086765,1826342195,4647991,974647,0,0,False
2026-08-22,qam,15991,9845,6914,9077,10859,2838693,1315,15991,0,0,False
2026-08-22,qct,541,416,393,148,2460,200341,252,541,0,0,False
2026-08-22,qht,27551,20613,20273,7278,126227,8385979,17849,27551,0,0,False
2026-08-22,qme,331533,249713,89132,242401,14256668,388999247,1462828,331529,4,0,False
2026-08-22,qst,45077,38514,39354,5723,478197,42563763,23223,45077,0,0,False
2026-08-22,ro,14368,12013,5396,8972,542370,23834049,86827,14368,0,0,False
2026-08-22,ru,45522,14096,28780,16742,1396939,52945611,82266,45497,25,0,False
2026-08-22,sd,571,263,264,307,2465,56169,685,571,0,0,False
2026-08-22,si,290,93,225,65,1981,115318,138,290,0,0,False
2026-08-22,sl,7982,4308,2907,5075,260840,6373531,26262,7982,0,0,False
2026-08-22,sr,6502,2481,2688,3814,121825,4824282,18479,6502,0,0,False
2026-08-22,sv,16016,8563,6880,9136,643101,34994423,60462,16016,0,0,False
2026-08-22,ta,42761,8096,10524,32237,1006184,50757648,247381,42754,7,0,False
2026-08-22,te,14611,5033,4085,10526,664743,25843246,99362,14599,12,0,False
2026-08-22,th,582507,86893,97967,484540,15565794,848966880,10453287,582474,33,0,False
2026-08-22,tl,134640,81016,57001,77639,4645450,170936627,676386,134640,0,0,False
2026-08-22,tr,451555,114497,229270,222285,30557678,2505341222,1658875,451538,17,0,False
2026-08-22,ug,7,6,6,1,78,2638,23,7,0,0,False
2026-08-22,uk,13748,4376,7003,6745,390704,15086667,36691,13748,0,0,False
2026-08-22,und,249093,171114,84293,164800,9491512,283469202,1800318,249088,5,0,False
2026-08-22,ur,66048,11448,20811,45237,2155463,67522740,562175,66048,0,0,False
2026-08-22,vi,18078,9126,9802,8276,601903,43648168,132693,18077,1,0,False
2026-08-22,zh,95739,44054,53985,41754,3663844,452427235,326613,95739,0,0,False
2026-08-22,zxx,834087,500283,289535,544552,54068805,1629571699,5439257,834086,1,0,False
2026-08-23,<ALL>,24684948,3879462,9969149,14715799,940773963,53150137214,109591055,24684302,646,0,False
2026-08-23,am,889,337,408,481,7073,561953,2300,889,0,0,False
2026-08-23,ar,509185,118901,296602,212583,13431076,1972549886,1403957,509167,18,0,False
2026-08-23,art,92653,70876,75928,16725,872446,60535579,77541,92652,1,0,False
2026-08-23,bg,1302,716,889,413,13627,526058,1014,1302,0,0,False
2026-08-23,bn,2139,790,1377,762,36116,1380634,4312,2139,0,0,False
2026-08-23,bo,13,12,6,7,2331,30690,47,13,0,0,False
2026-08-23,ca,54791,28660,16555,38236,1725160,74884227,216235,54791,0,0,False
2026-08-23,ckb,909,300,689,220,9586,370268,563,909,0,0,False
2026-08-23,cs,12644,7200,5855,6789,405489,20601638,35780,12644,0,0,False
2026-08-23,cy,12696,12122,4362,8334,542571,15228459,54614,12696,0,0,False
2026-08-23,da,13007,11122,5192,7815,577442,27234866,55035,13007,0,0,False
2026-08-23,de,105312,39871,37519,67793,3490058,129566602,436777,105311,1,0,False
2026-08-23,dv,1231,254,680,551,3423,709630,2620,1231,0,0,False
2026-08-23,el,30655,5741,10196,20459,327562,14538005,62257,30655,0,0,False
2026-08-23,en,8782426,1763207,2866279,5916147,384364517,19044995070,39744660,8782294,132,0,False
2026-08-23,es,1654479,401475,584416,1070063,69444646,3018098076,8062703,1654463,16,0,False
2026-08-23,et,56605,43795,17940,38665,1704046,58632969,292049,56605,0,0,False
2026-08-23,eu,12807,11843,5380,7427,610184,24240847,69299,12807,0,0,False
2026-08-23,fa,120458,29192,56054,64404,4695797,128910861,252202,120453,5,0,False
2026-08-23,fi,16461,11126,6752,9709,624177,28085512,67412,16461,0,0,False
2026-08-23,fr,446393,130178,173992,272401,15800702,1091582447,1580476,446389,4,0,False
2026-08-23,gu,936,350,553,383,11669,807197,1840,936,0,0,False
2026-08-23,hi,167856,41269,50715,117141,4932748,203189382,1275641,167809,47,0,False
2026-08-23,ht,35285,29805,16654,18631,1021935,40133944,97883,35285,0,0,False
2026-08-23,hu,7475,6605,3463,4012,402395,31437760,33349,7471,4,0,False
2026-08-23,hy,185,64,176,9,462,31841,8,185,0,0,False
2026-08-23,in,504297,182178,228696,275601,18417308,831873389,3383171,504283,14,0,False
2026-08-23,is,2866,2607,1374,1492,93347,2158024,7371,2866,0,0,False
2026-08-23,it,118546,46517,54854,63692,3252215,155025431,281390,118546,0,0,False
2026-08-23,iw,23249,5389,11771,11478,716876,34661585,48112,23249,0,0,False
2026-08-23,ja,6432788,1255835,3390464,3042324,187731591,15654990859,18103759,6432648,140,0,False
2026-08-23,ka,146,133,36,110,2390,39934,547,146,0,0,False
2026-08-23,km,92,50,65,27,1085,88613,111,92,0,0,False
2026-08-23,kn,1979,767,1070,909,38542,1676306,4934,1979,0,0,False
2026-08-23,ko,754570,181686,338117,416453,22207057,1436222286,4545177,754546,24,0,False
2026-08-23,lo,64,44,42,22,579,31091,16,64,0,0,False
2026-08-23,lt,6864,6532,2794,4070,325789,7977946,31147,6863,1,0,False
2026-08-23,lv,6994,4540,3065,3929,219231,7674329,23720,6994,0,0,False
2026-08-23,ml,2533,828,1632,901,43186,2539927,2948,2532,1,0,False
2026-08-23,mr,9236,3113,3005,6231,188041,6793764,39078,9234,2,0,False
2026-08-23,my,4949,939,2746,2203,21113,708838,8225,4945,4,0,False
2026-08-23,ne,4173,1646,2510,1663,32555,2243935,4891,4165,8,0,False
2026-08-23,nl,49712,25141,20580,29132,1152936,67119629,159731,49710,2,0,False
2026-08-23,no,9957,8368,4401,5556,400227,15971646,35500,9957,0,0,False
2026-08-23,or,822,252,560,262,17057,884086,2180,816,6,0,False
2026-08-23,pa,615,303,306,309,6720,313721,2435,615,0,0,False
2026-08-23,pl,101077,28193,35450,65627,2818788,159188296,283193,101075,2,0,False
2026-08-23,ps,5194,1247,3549,1645,72766,4126820,8274,5194,0,0,False
2026-08-23,pt,1110118,268616,478384,631734,52867790,2010670988,5236328,1110114,4,0,False
2026-08-23,qam,17207,10290,7638,9569,9426,1729840,1317,17207,0,0,False
2026-08-23,qct,494,375,377,117,3060,373195,314,494,0,0,False
2026-08-23,qht,30552,22192,22398,8154,222963,14422907,27536,30552,0,0,False
2026-08-23,qme,377255,276671,93938,283317,15811968,428175035,1750329,377247,8,0,False
2026-08-23,qst,47602,40155,41451,6151,399971,31572351,29965,47602,0,0,False
2026-08-23,ro,14530,12513,5169,9361,462869,29984606,49632,14530,0,0,False
2026-08-23,ru,48110,14291,30159,17951,1454751,50069555,77861,48081,29,0,False
2026-08-23,sd,539,269,209,330,1905,47671,464,539,0,0,False
2026-08-23,si,341,105,268,73,1783,109078,137,341,0,0,False
2026-08-23,sl,8564,4356,3219,5345,212216,6475846,27916,8564,0,0,False
2026-08-23,sr,6485,2469,2823,3662,114284,3695829,13190,6485,0,0,False
2026-08-23,sv,19826,10209,8090,11736,575216,28758531,61377,19826,0,0,False
2026-08-23,ta,43020,7876,10473,32547,883156,44761001,222653,43017,3,0,False
2026-08-23,te,11778,3809,3379,8399,330226,18728629,53553,11761,17,0,False
2026-08-23,th,694026,92699,112190,581836,15846045,785878226,10219239,693941,85,0,False
2026-08-23,tl,169586,90779,66452,103134,5474010,194676702,898794,169586,0,0,False
2026-08-23,tr,507253,122335,255978,251275,32414585,2464822324,1884791,507232,21,0,False
2026-08-23,ug,3,3,3,0,49,1275,2,3,0,0,False
2026-08-23,uk,16042,5050,7552,8490,462650,13534480,47771,16042,0,0,False
2026-08-23,und,269938,185322,88289,181649,10387467,339504415,1853741,269920,18,0,False
2026-08-23,ur,66706,11432,19825,46881,1790951,51736668,476456,66706,0,0,False
2026-08-23,vi,16303,8097,9197,7106,564214,92621107,56730,16293,10,0,False
